Id;ClasseImovel;ClasseZona;Fachada;TamanhoLote;Rua;FormaProp;PlanoProp;Servicos;ConfigLote;InclinacaoLote;Bairro;Estrada1;Estrada2;TipoHabitacao;EstiloHabitacao;Qualidade;Condicao;AnoConstrucao;AnoReforma;TipoTelhado;MaterialTelhado;Exterior1;Exterior2;TipoAlvenaria;AreaAlvenaria;QualidadeCobertura;CondicaoExterna;TipoFundacao;AlturaPorao;CondicaoPorao;ParedePorao;TipoAcabPorao1;AreaAcabPorao1;TipoAcabPorao2;AreaAcabPorao2;AreaInacabPorao;AreaPorao;Aquecimento;QualidadeAquecimento;ArCentral;InstalacaoEletrica;AreaTerreo;Area2Andar;BaixaQualiAreaAcab;AreaConstruida;BanheiroPorao;LavaboPorao;Banheiro;Lavabo;BedroomAbvGr;KitchenAbvGr;QualidadeCozinha;TotalQuartos;Funcionalidade;Lareira;LocalGaragem;AnoGaragem;AcabamentoGaragem;CarrosGaragem;AreaGaragem;QualidadeGaragem;CondicaoGaragem;EntradaPavimentada;AreaDeck;AreaVarandaAberta;AreaVarandaFechada;AreaVaranda3Estacoes;AreaAlpendre;AreaPiscina;ValorOutros;MesVenda;AnoVenda;TipoVenda;CondicaoVenda;PrecoVenda;AreaExt;Precom2;Quartosm2
192;60;RL;;7472;Pave;IR1;Lvl;AllPub;CulDSac;Gtl;NAmes;Norm;Norm;1Fam;2Story;7;9;1972;2004;Gable;CompShg;HdBoard;HdBoard;BrkFace;138,0;TA;TA;CBlock;TA;TA;No;ALQ;626;Unf;0;99;725;GasA;Gd;Y;SBrkr;725;754;0;1479;1;0;1;1;4;1;Gd;7;Typ;0;Attchd;1972,0;Fin;2;484;TA;TA;Y;0;32;0;0;0;0;0;6;2007;WD;Normal;184000;32;156,40838404327246;32,00473292765382
193;20;RL;68,0;9017;Pave;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;1999;1999;Gable;CompShg;VinylSd;VinylSd;None;0,0;Gd;TA;PConc;Gd;TA;Av;GLQ;560;Unf;0;871;1431;GasA;Ex;Y;SBrkr;1431;0;0;1431;1;0;2;0;3;1;Gd;6;Typ;0;Attchd;1999,0;Fin;2;666;TA;TA;Y;0;35;0;0;0;0;0;9;2009;WD;Normal;192000;35;169,17190775681343;35,0041928721174
194;160;RM;24,0;2522;Pave;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;Twnhs;2Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Stone;50,0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;970;970;GasA;Ex;Y;SBrkr;970;739;0;1709;0;0;2;0;3;1;Gd;7;Maj1;0;Detchd;2004,0;Unf;2;380;TA;TA;Y;0;40;0;0;0;0;0;5;2006;WD;Normal;130000;40;116,06787595084845;40,0040959625512
195;20;RL;60,0;7180;Pave;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;7;1972;1972;Hip;CompShg;HdBoard;HdBoard;None;0,0;TA;TA;CBlock;TA;TA;Av;ALQ;390;Unf;0;474;864;GasA;TA;Y;SBrkr;864;0;0;864;0;0;1;0;3;1;TA;5;Typ;0;Detchd;1989,0;Unf;1;352;TA;TA;Y;0;0;0;0;0;0;0;5;2008;WD;Normal;127000;0;146,99074074074073;0,005787037037037037
196;160;RL;24,0;2280;Pave;Reg;Lvl;AllPub;FR2;Gtl;NPkVill;Norm;Norm;Twnhs;2Story;6;6;1976;1976;Gable;CompShg;Plywood;Brk Cmn;None;0,0;TA;TA;CBlock;Gd;TA;No;ALQ;566;Unf;0;289;855;GasA;TA;Y;SBrkr;855;601;0;1456;0;0;2;1;3;1;TA;7;Typ;1;Attchd;1976,0;Unf;2;440;TA;TA;Y;87;0;0;0;0;0;0;7;2009;WD;Normal;148500;87;188,99175824175825;87,0048076923077
197;20;RL;79,0;9416;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;1Story;7;5;2007;2007;Hip;CompShg;CemntBd;CmentBd;Stone;205,0;Ex;TA;PConc;Ex;TA;No;GLQ;1126;Unf;0;600;1726;GasA;Ex;Y;SBrkr;1726;0;0;1726;1;0;2;0;3;1;Ex;8;Typ;1;Attchd;2007,0;Fin;3;786;TA;TA;Y;171;138;0;0;266;0;0;9;2007;New;Partial;311872;309;489,69061413673234;309,00463499420624
198;75;RL;174,0;25419;Pave;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Artery;Norm;1Fam;2Story;8;4;1918;1990;Gable;CompShg;Stucco;Stucco;None;0,0;Gd;Gd;PConc;TA;TA;No;GLQ;1036;LwQ;184;140;1360;GasA;Gd;Y;SBrkr;1360;1360;392;3112;1;1;2;0;4;1;Gd;8;Typ;1;Detchd;1918,0;Unf;2;795;TA;TA;Y;0;16;552;0;0;512;0;3;2006;WD;Abnorml;235000;1080;1155,5141388174807;1080,0025706940874
199;75;RM;92,0;5520;Pave;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Norm;Norm;1Fam;2.5Fin;6;6;1912;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0,0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;755;755;GasA;Ex;Y;SBrkr;929;929;371;2229;0;0;1;0;5;1;TA;8;Typ;0;;;;0;0;;;Y;0;198;30;0;0;0;0;7;2009;WD;Abnorml;104000;228;274,65769403319877;228,00358905338717
200;20;RL;76,0;9591;Pave;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;1Story;8;5;2004;2005;Hip;CompShg;VinylSd;VinylSd;BrkFace;262,0;Gd;TA;PConc;Ex;TA;Av;GLQ;1088;Unf;0;625;1713;GasA;Ex;Y;SBrkr;1713;0;0;1713;1;0;2;0;3;1;Ex;7;Typ;1;Attchd;2004,0;Fin;3;856;TA;TA;Y;0;26;0;0;170;0;0;1;2009;WD;Normal;274900;26;186,4786923525978;26,004086398131932
201;20;RM;80,0;8546;Pave;Reg;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Norm;1Fam;1Story;4;5;2003;2004;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1121;1121;GasA;Ex;Y;SBrkr;1121;0;0;1121;0;0;2;0;2;1;TA;5;Typ;0;Attchd;2003,0;RFn;2;440;TA;TA;Y;132;64;0;0;0;0;0;3;2010;WD;Normal;140000;196;320,8884924174844;196,00446030330062
202;20;RL;75,0;10125;Pave;Reg;Lvl;AllPub;Inside;Gtl;Mitchel;Norm;Norm;1Fam;1Story;6;6;1977;1977;Gable;CompShg;Plywood;Plywood;None;0,0;TA;TA;CBlock;TA;TA;No;ALQ;641;LwQ;279;276;1196;GasA;TA;Y;SBrkr;1279;0;0;1279;0;1;2;0;3;1;TA;6;Typ;2;Detchd;1980,0;Unf;2;473;TA;TA;Y;238;83;0;0;0;0;0;2;2008;WD;Normal;171500;321;455,08913213448005;321,00469116497266
203;50;RL;50,0;7000;Pave;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Artery;Norm;1Fam;1.5Fin;6;6;1924;1950;Gable;CompShg;MetalSd;MetalSd;None;0,0;TA;Gd;BrkTil;Fa;TA;No;LwQ;617;Unf;0;0;617;GasA;Gd;Y;SBrkr;865;445;0;1310;0;0;2;0;2;1;TA;6;Min1;0;Attchd;1924,0;Unf;1;398;TA;TA;Y;0;0;126;0;0;0;0;5;2006;COD;Normal;112000;126;211,49618320610688;126,00458015267175
204;120;RM;;4438;Pave;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;TwnhsE;1Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;BrkFace;205,0;Gd;TA;PConc;Gd;TA;Av;GLQ;662;Unf;0;186;848;GasA;Ex;Y;SBrkr;848;0;0;848;1;0;1;0;1;1;Gd;3;Typ;1;Attchd;2004,0;RFn;2;420;TA;TA;Y;149;0;0;0;0;0;0;1;2008;WD;Normal;149000;149;324,70754716981133;149,00353773584905
205;50;RM;50,0;3500;Pave;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1.5Fin;5;7;1947;1950;Gable;CompShg;AsbShng;AsbShng;None;0,0;TA;TA;CBlock;TA;TA;No;LwQ;312;Unf;0;408;720;GasA;TA;Y;SBrkr;720;564;0;1284;0;0;1;1;2;1;TA;5;Typ;0;Detchd;1948,0;Unf;1;240;TA;TA;Y;0;35;0;0;0;0;0;4;2009;WD;Normal;110000;35;120,66978193146417;35,003894080996886
206;20;RL;99,0;11851;Pave;Reg;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Norm;1Fam;1Story;7;5;1990;1990;Gable;CompShg;HdBoard;HdBoard;None;0,0;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1424;1424;GasA;Ex;Y;SBrkr;1442;0;0;1442;0;0;2;0;3;1;TA;5;Typ;0;Attchd;1990,0;RFn;2;500;TA;TA;Y;0;34;0;508;0;0;0;5;2009;WD;Normal;180500;542;667,1733703190014;542,0034674063801
207;20;RL;40,0;13673;Pave;IR1;Lvl;AllPub;CulDSac;Gtl;Sawyer;RRAe;Norm;1Fam;1Story;5;5;1962;1962;Gable;CompShg;HdBoard;HdBoard;None;0,0;TA;Gd;CBlock;TA;TA;No;Unf;0;Unf;0;1140;1140;GasA;TA;Y;SBrkr;1696;0;0;1696;0;0;1;1;3;1;TA;8;Min2;1;Attchd;1962,0;RFn;1;349;TA;TA;Y;0;30;0;0;0;0;0;3;2007;WD;Normal;143900;30;114,84669811320755;30,004716981132077
208;20;RL;;12493;Pave;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;4;5;1960;1960;Gable;CompShg;Wd Sdng;Wd Sdng;None;0,0;TA;TA;PConc;TA;TA;No;ALQ;419;Rec;306;375;1100;GasA;TA;Y;SBrkr;1100;0;0;1100;1;0;1;0;3;1;TA;6;Typ;1;Attchd;1960,0;RFn;1;312;TA;TA;Y;355;0;0;0;0;0;0;4;2008;WD;Normal;141000;355;483,1818181818182;355,00545454545454
209;60;RL;;14364;Pave;IR1;Low;AllPub;Inside;Mod;SawyerW;Norm;Norm;1Fam;2Story;7;5;1988;1989;Gable;CompShg;Plywood;Plywood;BrkFace;128,0;Gd;TA;CBlock;Gd;TA;Gd;GLQ;1065;Unf;0;92;1157;GasA;Ex;Y;SBrkr;1180;882;0;2062;1;0;2;1;3;1;TA;7;Typ;1;Attchd;1988,0;Fin;2;454;TA;TA;Y;60;55;0;0;154;0;0;4;2007;WD;Normal;277000;115;249,33559650824444;115,00339476236664
210;20;RL;75,0;8250;Pave;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;7;1964;1964;Hip;CompShg;HdBoard;HdBoard;Stone;260,0;TA;TA;CBlock;Gd;TA;No;Rec;787;Unf;0;305;1092;GasA;Ex;Y;SBrkr;1092;0;0;1092;1;0;1;0;3;1;TA;6;Typ;0;Attchd;1964,0;RFn;2;504;TA;Gd;Y;0;0;0;0;0;0;0;7;2008;WD;Normal;145000;0;132,78388278388277;0,005494505494505495
211;30;RL;67,0;5604;Pave;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1Story;5;6;1925;1950;Gable;CompShg;Stucco;Stucco;None;0,0;TA;TA;CBlock;TA;TA;No;Rec;468;Unf;0;396;864;GasA;TA;N;FuseA;864;0;0;864;1;0;1;0;2;1;TA;5;Typ;0;;;;0;0;;;Y;0;0;96;0;0;0;0;4;2008;WD;Normal;98000;96;209,42592592592592;96,00578703703704
212;20;RL;83,0;10420;Pave;Reg;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Norm;1Fam;1Story;6;5;2009;2009;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;TA;PConc;Gd;TA;Mn;GLQ;36;Unf;0;1176;1212;GasA;Ex;Y;SBrkr;1212;0;0;1212;0;0;2;0;3;1;Gd;6;Typ;0;Attchd;2009,0;RFn;2;460;TA;TA;Y;100;22;0;0;0;0;0;3;2010;WD;Normal;186000;122;275,46534653465346;122,0049504950495
213;60;FV;72,0;8640;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;2Story;7;5;2009;2009;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;TA;PConc;Gd;TA;No;GLQ;822;Unf;0;78;900;GasA;Ex;Y;SBrkr;932;920;0;1852;1;0;2;1;3;1;Gd;7;Typ;1;Attchd;2009,0;RFn;2;644;TA;TA;Y;168;108;0;0;0;0;0;7;2009;New;Partial;252678;276;412,4352051835853;276,00377969762417
214;20;RL;43,0;13568;Pave;IR2;Lvl;AllPub;CulDSac;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;5;1995;1995;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;TA;PConc;Gd;TA;No;ALQ;716;Unf;0;274;990;GasA;Ex;Y;SBrkr;990;0;0;990;0;1;1;0;3;1;TA;5;Typ;0;Attchd;1996,0;Unf;2;576;TA;TA;Y;224;0;0;0;0;0;0;7;2006;WD;Normal;156000;224;381,57575757575756;224,0050505050505
215;60;RL;;10900;Pave;IR1;Lvl;AllPub;FR2;Gtl;CollgCr;Norm;Norm;1Fam;2Story;6;7;1977;1977;Gable;CompShg;HdBoard;HdBoard;BrkFace;153,0;TA;TA;CBlock;Gd;TA;No;GLQ;378;Unf;0;311;689;GasA;Ex;Y;SBrkr;689;703;0;1392;0;0;1;1;3;1;TA;6;Typ;0;Attchd;1977,0;Fin;1;299;TA;TA;Y;0;36;0;0;0;0;450;3;2010;WD;Normal;161750;36;152,19971264367814;36,00431034482759
216;20;RL;72,0;10011;Pave;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1957;1996;Gable;CompShg;HdBoard;HdBoard;BrkFace;64,0;TA;TA;CBlock;TA;TA;No;BLQ;360;Unf;0;710;1070;GasA;TA;Y;SBrkr;1236;0;0;1236;0;1;1;0;2;1;Gd;6;Min1;1;Attchd;1957,0;Unf;1;447;TA;TA;Y;0;0;0;0;0;0;0;5;2006;WD;Normal;134450;0;108,77831715210355;0,0048543689320388345
217;20;RL;65,0;8450;Pave;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;BrkFace;266,0;Gd;TA;PConc;Gd;TA;Mn;GLQ;946;Unf;0;490;1436;GasA;Ex;Y;SBrkr;1436;0;0;1436;1;0;2;0;3;1;Gd;8;Typ;0;Attchd;2004,0;Unf;2;484;TA;TA;Y;139;98;0;0;0;0;0;4;2008;WD;Normal;210000;237;383,2395543175487;237,00557103064068
218;70;RM;57,0;9906;Pave;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;2Story;4;4;1925;1950;Gable;CompShg;MetalSd;MetalSd;None;0,0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;686;686;GasA;Fa;N;SBrkr;810;518;0;1328;0;0;1;0;3;1;TA;8;Typ;0;Detchd;1940,0;Unf;1;210;TA;TA;Y;0;172;60;0;0;0;0;9;2006;WD;Family;107000;232;312,57228915662654;232,00602409638554
219;50;RL;;15660;Pave;IR1;Lvl;AllPub;Corner;Gtl;Crawfor;Norm;Norm;1Fam;1.5Fin;7;9;1939;2006;Gable;CompShg;VinylSd;VinylSd;BrkFace;312,0;Gd;Gd;CBlock;TA;TA;No;BLQ;341;Unf;0;457;798;GasA;Ex;Y;SBrkr;1137;817;0;1954;0;1;1;1;3;1;Gd;8;Typ;2;Attchd;1939,0;Unf;2;431;TA;TA;Y;0;119;150;0;0;0;0;5;2008;WD;Normal;311500;269;428,4165813715456;269,00409416581374
220;120;RL;43,0;3010;Pave;Reg;Lvl;AllPub;Inside;Gtl;Blmngtn;Norm;Norm;TwnhsE;1Story;7;5;2005;2006;Gable;CompShg;VinylSd;VinylSd;BrkFace;16,0;Gd;TA;PConc;Gd;TA;Av;GLQ;16;Unf;0;1232;1248;GasA;Ex;Y;SBrkr;1248;0;0;1248;0;0;2;0;2;1;Gd;5;Typ;0;Attchd;2005,0;Fin;2;438;TA;TA;Y;108;0;0;0;0;0;0;3;2006;New;Partial;167240;108;242,00641025641025;108,00400641025641
221;20;RL;73,0;8990;Pave;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;None;0,0;Gd;TA;PConc;Gd;TA;Mn;Unf;0;Unf;0;1498;1498;GasA;Ex;Y;SBrkr;1498;0;0;1498;0;0;2;0;2;1;Gd;5;Typ;0;Attchd;2006,0;RFn;2;675;TA;TA;Y;351;33;0;0;0;0;0;4;2006;New;Partial;204900;384;520,7823765020026;384,00333778371163
222;60;RL;;8068;Pave;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;None;0,0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1010;1010;GasA;Ex;Y;SBrkr;1010;1257;0;2267;0;0;2;1;4;1;Gd;8;Typ;1;BuiltIn;2002,0;RFn;2;390;TA;TA;Y;120;46;0;0;0;0;0;12;2009;ConLI;Normal;200000;166;254,22232024702248;166,00352889280987
223;60;RL;85,0;11475;Pave;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;RRAn;Norm;1Fam;2Story;6;6;1975;1975;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;TA;CBlock;Gd;TA;No;ALQ;550;Unf;0;163;713;GasA;TA;Y;SBrkr;811;741;0;1552;1;0;2;1;3;1;TA;6;Typ;1;Attchd;1975,0;RFn;2;434;TA;TA;Y;209;208;0;0;0;0;0;2;2006;WD;Normal;179900;417;532,9149484536083;417,00386597938143
224;20;RL;70,0;10500;Pave;Reg;Lvl;AllPub;FR2;Gtl;NAmes;Norm;Norm;1Fam;1Story;4;6;1971;1971;Gable;CompShg;HdBoard;HdBoard;None;0,0;TA;TA;CBlock;TA;TA;No;ALQ;524;LwQ;180;160;864;GasA;Gd;Y;SBrkr;864;0;0;864;0;0;1;0;2;1;TA;4;Typ;0;Detchd;1989,0;Unf;2;576;TA;TA;Y;216;0;0;0;0;0;0;3;2009;WD;Abnorml;97000;216;328,26851851851853;216,00462962962962
225;20;RL;103,0;13472;Pave;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;1Story;10;5;2003;2003;Hip;CompShg;VinylSd;VinylSd;BrkFace;922,0;Ex;TA;PConc;Ex;TA;Gd;GLQ;56;Unf;0;2336;2392;GasA;Ex;Y;SBrkr;2392;0;0;2392;0;0;2;0;3;1;Ex;8;Typ;1;Attchd;2003,0;Fin;3;968;TA;TA;Y;248;105;0;0;0;0;0;6;2009;WD;Normal;386250;353;514,4757525083612;353,0033444816053
226;160;RM;21,0;1680;Pave;Reg;Lvl;AllPub;Inside;Gtl;BrDale;Norm;Norm;Twnhs;2Story;5;5;1971;1971;Gable;CompShg;HdBoard;HdBoard;BrkFace;142,0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;630;630;GasA;TA;Y;SBrkr;630;672;0;1302;0;0;2;1;3;1;TA;6;Typ;0;Detchd;1991,0;Unf;1;280;TA;TA;Y;0;0;0;0;0;0;0;5;2009;COD;Abnorml;112000;0;86,02150537634408;0,004608294930875576
227;60;RL;82,0;9950;Pave;IR1;Lvl;AllPub;Inside;Gtl;NoRidge;Norm;Norm;1Fam;2Story;7;5;1995;1995;Gable;CompShg;VinylSd;VinylSd;BrkFace;290,0;Gd;TA;PConc;Gd;TA;No;GLQ;565;Unf;0;638;1203;GasA;Ex;Y;SBrkr;1214;1306;0;2520;0;0;2;1;4;1;Gd;9;Typ;1;Attchd;1995,0;RFn;3;721;TA;TA;Y;224;114;0;0;0;0;0;6;2007;WD;Abnorml;290000;338;453,07936507936506;338,00357142857143
228;160;RM;21,0;1869;Pave;Reg;Lvl;AllPub;Inside;Gtl;BrDale;Norm;Norm;Twnhs;2Story;6;6;1970;1970;Gable;CompShg;HdBoard;HdBoard;BrkFace;127,0;TA;TA;CBlock;TA;TA;No;Rec;321;Unf;0;162;483;GasA;TA;Y;SBrkr;483;504;0;987;0;0;1;1;2;1;TA;5;Typ;0;Detchd;1987,0;Unf;1;280;TA;TA;Y;0;0;0;0;0;0;0;9;2008;WD;Normal;106000;0;107,39614994934144;0,005065856129685917
229;20;RL;70,0;8521;Pave;Reg;Lvl;AllPub;FR2;Gtl;Sawyer;Feedr;Norm;1Fam;1Story;5;5;1967;1967;Gable;CompShg;HdBoard;HdBoard;None;0,0;TA;TA;CBlock;TA;TA;No;ALQ;842;Unf;0;70;912;GasA;TA;Y;SBrkr;912;0;0;912;0;0;1;0;3;1;TA;5;Typ;1;Detchd;1974,0;Unf;1;336;TA;TA;Y;0;0;0;0;0;0;0;5;2010;WD;Normal;125000;0;137,06140350877192;0,005482456140350877
230;120;RL;43,0;3182;Pave;Reg;Lvl;AllPub;Inside;Gtl;Blmngtn;Norm;Norm;TwnhsE;1Story;7;5;2005;2006;Gable;CompShg;VinylSd;VinylSd;BrkFace;16,0;Gd;TA;PConc;Gd;TA;Av;GLQ;16;Unf;0;1357;1373;GasA;Ex;Y;SBrkr;1555;0;0;1555;0;0;2;0;2;1;Gd;7;Typ;1;Attchd;2005,0;Fin;2;430;TA;TA;Y;143;20;0;0;0;0;0;5;2009;WD;Normal;192500;163;286,79421221864953;163,00450160771703
231;20;RL;73,0;8760;Pave;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;6;1959;1959;Hip;CompShg;MetalSd;MetalSd;BrkFace;220,0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;1194;1194;GasA;TA;Y;SBrkr;1194;0;0;1194;1;0;1;0;3;1;TA;6;Typ;0;Attchd;1959,0;RFn;1;312;TA;TA;Y;0;0;120;0;0;0;0;4;2010;WD;Normal;148000;120;243,95309882747068;120,00502512562814
232;60;RL;174,0;15138;Pave;IR1;Lvl;AllPub;Inside;Gtl;NoRidge;Norm;Norm;1Fam;2Story;8;5;1995;1996;Gable;CompShg;VinylSd;VinylSd;BrkFace;506,0;Gd;TA;PConc;Gd;TA;No;GLQ;689;Unf;0;773;1462;GasA;Ex;Y;SBrkr;1490;1304;0;2794;1;0;2;1;4;1;Ex;9;Typ;1;Attchd;1995,0;Fin;3;810;TA;TA;Y;0;146;202;0;0;0;0;7;2009;WD;Normal;403000;348;492,2376521116679;348,00322118826057
233;160;RM;21,0;1680;Pave;Reg;Lvl;AllPub;Inside;Gtl;BrDale;Norm;Norm;Twnhs;2Story;6;5;1972;1972;Gable;CompShg;HdBoard;HdBoard;BrkFace;297,0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;483;483;GasA;TA;Y;SBrkr;483;504;0;987;0;0;1;1;2;1;TA;5;Typ;1;Attchd;1972,0;Unf;1;288;TA;TA;Y;0;0;0;0;0;0;0;6;2006;WD;Normal;94500;0;95,74468085106383;0,005065856129685917
234;20;RL;75,0;10650;Pave;Reg;Lvl;AllPub;Corner;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;6;1976;1976;Gable;CompShg;HdBoard;HdBoard;None;0,0;TA;TA;CBlock;TA;Gd;Av;LwQ;182;ALQ;712;0;894;GasA;TA;Y;SBrkr;894;0;0;894;1;0;1;0;3;1;TA;5;Typ;0;Attchd;1976,0;Unf;1;308;TA;TA;Y;365;0;0;0;0;0;0;2;2010;WD;Normal;128200;365;508,4004474272931;365,0055928411633
235;60;RL;;7851;Pave;Reg;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;;;Gd;TA;PConc;Gd;TA;No;GLQ;625;Unf;0;235;860;GasA;Ex;Y;SBrkr;860;1100;0;1960;1;0;2;1;4;1;Gd;8;Typ;2;BuiltIn;2002,0;Fin;2;440;TA;TA;Y;288;48;0;0;0;0;0;5;2010;WD;Normal;216500;336;446,4591836734694;336,0040816326531
236;160;RM;21,0;1680;Pave;Reg;Lvl;AllPub;Inside;Gtl;BrDale;Norm;Norm;TwnhsE;2Story;6;3;1971;1971;Gable;CompShg;HdBoard;HdBoard;BrkFace;604,0;TA;TA;CBlock;TA;TA;No;ALQ;358;Unf;0;125;483;GasA;TA;Y;SBrkr;483;504;0;987;0;0;1;1;2;1;TA;5;Typ;0;Detchd;1971,0;Unf;1;264;TA;TA;Y;0;0;0;0;0;0;0;8;2008;WD;Normal;89500;0;90,67882472137791;0,005065856129685917
237;20;RL;65,0;8773;Pave;Reg;Lvl;AllPub;FR2;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;BrkFace;98,0;Gd;TA;PConc;Gd;TA;Av;GLQ;24;Unf;0;1390;1414;GasA;Ex;Y;SBrkr;1414;0;0;1414;0;0;2;0;3;1;Gd;6;Typ;0;Attchd;2004,0;RFn;2;494;TA;TA;Y;132;105;0;0;0;0;0;5;2010;WD;Normal;185500;237;368,18811881188117;237,004243281471
238;60;RL;;9453;Pave;IR1;Lvl;AllPub;CulDSac;Gtl;SawyerW;RRNe;Norm;1Fam;2Story;7;7;1993;2003;Gable;CompShg;HdBoard;HdBoard;None;0,0;Gd;TA;PConc;Gd;TA;No;BLQ;402;Unf;0;594;996;GasA;Ex;Y;SBrkr;1014;730;0;1744;0;0;2;1;3;1;Gd;7;Typ;0;Attchd;1993,0;RFn;2;457;TA;TA;Y;370;70;0;238;0;0;0;2;2010;WD;Normal;194500;678;789,5252293577981;678,004013761468
239;20;RL;93,0;12030;Pave;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;1Story;8;5;2007;2007;Hip;CompShg;VinylSd;VinylSd;BrkFace;254,0;Ex;TA;PConc;Ex;TA;No;Unf;0;Unf;0;1694;1694;GasA;Ex;Y;SBrkr;1694;0;0;1694;0;0;2;0;3;1;Gd;7;Typ;0;Attchd;2007,0;Fin;3;818;TA;TA;Y;168;228;0;0;0;0;0;12;2007;New;Partial;318000;396;583,7213695395513;396,004132231405
240;50;RL;52,0;8741;Pave;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1.5Fin;6;4;1945;1950;Gable;CompShg;VinylSd;VinylSd;None;0,0;TA;TA;CBlock;TA;Fa;No;LwQ;94;Unf;0;641;735;GasA;TA;Y;FuseA;798;689;0;1487;0;0;1;1;3;1;TA;7;Typ;1;Detchd;1949,0;Unf;1;220;TA;TA;Y;0;140;0;0;0;0;0;4;2010;WD;Normal;113000;140;215,99193006052457;140,004707464694
241;20;FV;75,0;9000;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;1Story;8;5;2008;2008;Gable;CompShg;VinylSd;VinylSd;Stone;36,0;Gd;TA;PConc;Gd;TA;Av;GLQ;1078;Unf;0;488;1566;GasA;Ex;Y;SBrkr;1566;0;0;1566;1;0;2;0;3;1;Gd;7;Typ;0;Attchd;2008,0;RFn;2;750;TA;TA;Y;144;168;0;0;0;0;0;4;2010;WD;Normal;262500;312;479,62452107279694;312,0044699872286
